Zeit	Kanal A	Kanal B
(s)	(V)	(V)
-16.02267233	0.21256140	6.59199800
-16.02133833	0.21317180	6.59962700
-16.02000433	0.21469770	6.60573100
-16.01867033	0.21530810	6.61336100
-16.01733633	0.21530810	6.62099100
-16.01600233	0.21469770	6.62099100
-16.01466833	0.21469770	6.62709400
-16.01333433	0.21469770	6.63472400
-16.01200033	0.21469770	6.63472400
-16.01066633	0.21530810	6.64082800
-16.00933233	0.21744440	6.64082800
-16.00799833	0.21744440	6.64845700
-16.00666433	0.21607110	6.65608700
-16.00533033	0.21530810	6.66219000
-16.00399633	0.21530810	6.66219000
-16.00266233	0.21530810	6.66219000
-16.00132833	0.21607110	6.66982000
-15.99999433	0.21744440	6.66982000
-15.99866033	0.21744440	6.66982000
-15.99732633	0.21683400	6.67592400
-15.99599233	0.21683400	6.68355400
-15.99465833	0.21683400	6.68355400
-15.99332433	0.21683400	6.68355400
-15.99199033	0.21820730	6.68355400
-15.99065633	0.21958070	6.68355400
-15.98932233	0.21958070	6.68355400
-15.98798833	0.21958070	6.68355400
-15.98665433	0.21958070	6.69118400
-15.98532033	0.21958070	6.69728700
-15.98398633	0.21958070	6.69728700
-15.98265233	0.21958070	6.69728700
-15.98131833	0.21958070	6.69728700
-15.97998433	0.22110660	6.69728700
-15.97865033	0.22110660	6.69728700
-15.97731633	0.22034360	6.69728700
-15.97598233	0.21958070	6.69728700
-15.97464833	0.21958070	6.69728700
-15.97331433	0.21958070	6.70491600
-15.97198033	0.22110660	6.70491600
-15.97064633	0.22171700	6.71102000
-15.96931233	0.22247990	6.71102000
-15.96797833	0.22324290	6.71865000
-15.96664433	0.22324290	6.71865000
-15.96531033	0.22324290	6.72627900
-15.96397633	0.22324290	6.73238300
-15.96264233	0.22385330	6.73238300
-15.96130833	0.22522660	6.74001300
-15.95997433	0.22598960	6.74001300
-15.95864033	0.22598960	6.74001300
-15.95730633	0.22598960	6.74001300
-15.95597233	0.22598960	6.75374600
-15.95463833	0.22598960	6.76137500
-15.95330433	0.22598960	6.76747900
-15.95197033	0.22736290	6.77510900
-15.95063633	0.22888880	6.77510900
-15.94930233	0.23026220	6.77510900
-15.94796833	0.23102510	6.77510900
-15.94663433	0.23102510	6.78273900
-15.94530033	0.23102510	6.78273900
-15.94396633	0.23102510	6.78884300
-15.94263233	0.23102510	6.79647200
-15.94129833	0.23163550	6.79647200
-15.93996433	0.23316140	6.81020500
-15.93863033	0.23453470	6.81783500
-15.93729633	0.23453470	6.81783500
-15.93596233	0.23453470	6.82393800
-15.93462833	0.23377180	6.83156900
-15.93329433	0.23453470	6.83156900
-15.93196033	0.23529770	6.83767200
-15.93062633	0.23667100	6.83767200
-15.92929233	0.23743400	6.83767200
-15.92795833	0.23743400	6.84530200
-15.92662433	0.23804440	6.85293100
-15.92529033	0.23804440	6.85903500
-15.92395633	0.23743400	6.85903500
-15.92262233	0.23804440	6.86666500
-15.92128833	0.23957030	6.86666500
-15.91995433	0.24018070	6.86666500
-15.91862033	0.24094360	6.87276800
-15.91728633	0.24094360	6.88039800
-15.91595233	0.24094360	6.88802800
-15.91461833	0.24094360	6.89413100
-15.91328433	0.24170660	6.90176100
-15.91195033	0.24307990	6.90939000
-15.91061633	0.24384290	6.91549400
-15.90928233	0.24521620	6.92312300
-15.90794833	0.24597920	6.92922800
-15.90661433	0.24597920	6.92922800
-15.90528033	0.24521620	6.93685700
-15.90394633	0.24597920	6.94448700
-15.90261233	0.24658960	6.95059100
-15.90127833	0.24735250	6.95822000
-15.89994433	0.24796290	6.96432400
-15.89861033	0.24872580	6.97195300
-15.89727633	0.24948880	6.97958300
-15.89594233	0.24948880	6.98568700
-15.89460833	0.24948880	6.99331700
-15.89327433	0.25009920	6.99942000
-15.89194033	0.25223550	7.00705000
-15.89060633	0.25376140	7.01467900
-15.88927233	0.25513470	7.02078300
-15.88793833	0.25589770	7.02841300
-15.88660433	0.25589770	7.03451600
-15.88527033	0.25589770	7.04214600
-15.88393633	0.25589770	7.04977600
-15.88260233	0.25589770	7.05587900
-15.88126833	0.25727100	7.06350900
-15.87993433	0.25864440	7.06350900
-15.87860033	0.25940730	7.06350900
-15.87726633	0.25940730	7.07113800
-15.87593233	0.25864440	7.07724200
-15.87459833	0.26017030	7.08487200
-15.87326433	0.26154360	7.09097600
-15.87193033	0.26291700	7.09860500
-15.87059633	0.26444290	7.09860500
-15.86926233	0.26581620	7.10623500
-15.86792833	0.26718960	7.10623500
-15.86659433	0.26718960	7.10623500
-15.86526033	0.26718960	7.11233900
-15.86392633	0.26718960	7.11996800
-15.86259233	0.26795250	7.12607200
-15.86125833	0.27008880	7.12607200
-15.85992433	0.27146210	7.13370100
-15.85859033	0.27283550	7.13370100
-15.85725633	0.27359840	7.13370100
-15.85592233	0.27436140	7.14133200
-15.85458833	0.27436140	7.14133200
-15.85325433	0.27497180	7.14133200
-15.85192033	0.27710810	7.14743500
-15.85058633	0.27924440	7.14743500
-15.84925233	0.28138070	7.14743500
-15.84791833	0.28214360	7.15506500
-15.84658433	0.28290660	7.15506500
-15.84525033	0.28351690	7.16116900
-15.84391633	0.28427990	7.16879800
-15.84258233	0.28565330	7.16879800
-15.84124833	0.28717920	7.16879800
-15.83991433	0.28931550	7.16879800
-15.83858033	0.29068880	7.17642700
-15.83724633	0.29145180	7.17642700
-15.83591233	0.29145180	7.18253100
-15.83457833	0.29206210	7.19016100
-15.83324433	0.29343550	7.19016100
-15.83191033	0.29557180	7.19016100
-15.83057633	0.29709770	7.19016100
-15.82924233	0.29847100	7.19016100
-15.82790833	0.29984440	7.19779100
-15.82657433	0.30060730	7.19779100
-15.82524033	0.30137030	7.19779100
-15.82390633	0.30137030	7.20389400
-15.82257233	0.30274360	7.20389400
-15.82123833	0.30487990	7.21152400
-15.81990433	0.30701620	7.21762800
-15.81857033	0.30838950	7.21762800
-15.81723633	0.30915250	7.21762800
-15.81590233	0.30991550	7.21762800
-15.81456833	0.31052580	7.21762800
-15.81323433	0.31205180	7.22525700
-15.81190033	0.31342510	7.22525700
-15.81056633	0.31617180	7.22525700
-15.80923233	0.31830810	7.22525700
-15.80789833	0.31983400	7.22525700
-15.80656433	0.31983400	7.22525700
-15.80523033	0.31983400	7.23288600
-15.80389633	0.32044430	7.23288600
-15.80256233	0.32197030	7.23288600
-15.80122833	0.32334360	7.23899100
-15.79989433	0.32471700	7.24662000
-15.79856033	0.32685320	7.24662000
-15.79722633	0.32837920	7.25272400
-15.79589233	0.32898950	7.26035400
-15.79455833	0.32898950	7.26798300
-15.79322433	0.33051540	7.27408600
-15.79189033	0.33265180	7.28171600
-15.79055633	0.33539840	7.28171600
-15.78922233	0.33692430	7.28171600
-15.78788833	0.33753470	7.28171600
-15.78655433	0.33829770	7.28171600
-15.78522033	0.33890800	7.28782000
-15.78388633	0.33967100	7.29545000
-15.78255233	0.34043400	7.30308000
-15.78121833	0.34257030	7.30918300
-15.77988433	0.34470660	7.31681300
-15.77855033	0.34684290	7.32291700
-15.77721633	0.34745320	7.32291700
-15.77588233	0.34745320	7.33054600
-15.77454833	0.34897910	7.33817600
-15.77321433	0.35035250	7.34427900
-15.77188033	0.35248880	7.35190900
-15.77054633	0.35386210	7.35953900
-15.76921233	0.35599840	7.36564200
-15.76787833	0.35752430	7.37327200
-15.76654433	0.35752430	7.37937500
-15.76521033	0.35752430	7.38700500
-15.76387633	0.35813470	7.39463500
-15.76254233	0.35966060	7.40073900
-15.76120833	0.36103400	7.40836800
-15.75987433	0.36240730	7.41447200
-15.75854033	0.36378060	7.42210100
-15.75720633	0.36530660	7.42210100
-15.75587233	0.36591690	7.42973100
-15.75453833	0.36667990	7.43583500
-15.75320433	0.36881620	7.43583500
-15.75187033	0.37095250	7.44346400
-15.75053633	0.37385170	7.44956800
-15.74920233	0.37522510	7.45719800
-15.74786833	0.37659840	7.46482800
-15.74653433	0.37736140	7.47093200
-15.74520033	0.37812430	7.47856100
-15.74386633	0.37873470	7.48466400
-15.74253233	0.37949770	7.47856100
-15.74119833	0.38163400	7.48466400
-15.73986433	0.38377030	7.49229400
-15.73853033	0.38590650	7.49229400
-15.73719632	0.38651690	7.49992400
-15.73586232	0.38651690	7.50602700
-15.73452832	0.38727990	7.50602700
-15.73319432	0.38865320	7.51365700
-15.73186032	0.39078950	7.52128600
-15.73052632	0.39292580	7.52739000
-15.72919232	0.39506210	7.53502000
-15.72785832	0.39658800	7.53502000
-15.72652432	0.39796140	7.54112300
-15.72519032	0.39796140	7.54875300
-15.72385632	0.39796140	7.55638300
-15.72252232	0.39933470	7.56248700
-15.72118832	0.40223400	7.57011700
-15.71985432	0.40513320	7.57011700
-15.71852032	0.40650650	7.57622000
-15.71718632	0.40787990	7.58384900
-15.71585232	0.40925320	7.58384900
-15.71451832	0.41077910	7.58384900
-15.71318432	0.41138950	7.59147900
-15.71185032	0.41291540	7.59147900
-15.71051632	0.41505170	7.59147900
-15.70918232	0.41779840	7.59147900
-15.70784832	0.41993470	7.59147900
-15.70651432	0.42069770	7.59147900
-15.70518032	0.42146060	7.59758300
-15.70384632	0.42283390	7.60521200
-15.70251232	0.42497020	7.61131700
-15.70117832	0.42710650	7.61894600
-15.69984432	0.42924280	7.61894600
-15.69851032	0.43137910	7.61894600
-15.69717632	0.43351540	7.61894600
-15.69584232	0.43412580	7.61894600
-15.69450832	0.43565170	7.61894600
-15.69317432	0.43778800	7.61894600
-15.69184032	0.44053470	7.62657500
-15.69050632	0.44343390	7.62657500
-15.68917232	0.44557020	7.62657500
-15.68783832	0.44694360	7.62657500
-15.68650432	0.44846950	7.62657500
-15.68517032	0.44984280	7.62657500
-15.68383632	0.45121620	7.62657500
-15.68250232	0.45258950	7.62657500
-15.68116832	0.45625170	7.62657500
-15.67983432	0.45899840	7.62657500
-15.67850032	0.46113470	7.63267900
-15.67716632	0.46266060	7.63267900
-15.67583232	0.46403390	7.63267900
-15.67449832	0.46540730	7.63267900
-15.67316432	0.46754360	7.64030900
-15.67183032	0.46967990	7.64793900
-15.67049632	0.47257910	7.64793900
-15.66916232	0.47547840	7.65404200
-15.66782832	0.47685170	7.66167200
-15.66649432	0.47822510	7.66777600
-15.66516032	0.47898800	7.66777600
-15.66382632	0.48112430	7.67540500
-15.66249232	0.48249760	7.68303400
-15.66115832	0.48539690	7.68303400
-15.65982432	0.48814360	7.68303400
-15.65849032	0.49027990	7.68303400
-15.65715632	0.49241610	7.68913800
-15.65582232	0.49394210	7.69676800
-15.65448832	0.49531540	7.69676800
-15.65315432	0.49745170	7.70287100
-15.65182032	0.50035100	7.71050200
-15.65048632	0.50386060	7.71050200
-15.64915232	0.50660720	7.71813100
-15.64781832	0.50874350	7.71813100
-15.64648432	0.51087990	7.72423500
-15.64515032	0.51240580	7.72423500
-15.64381632	0.51377910	7.72423500
-15.64248232	0.51591540	7.73186400
-15.64114832	0.51881470	7.73186400
-15.63981432	0.52232430	7.73796800
-15.63848032	0.52522360	7.74559800
-15.63714632	0.52659690	7.75322700
-15.63581232	0.52797020	7.75322700
-15.63447832	0.52949610	7.75933100
-15.63314432	0.53163240	7.75933100
-15.63181032	0.53437910	7.76696100
-15.63047632	0.53727840	7.76696100
-15.62914232	0.54017760	7.77306500
-15.62780832	0.54292430	7.78069400
-15.62647432	0.54506060	7.78832400
-15.62514032	0.54643390	7.79442700
-15.62380632	0.54795990	7.80205700
-15.62247232	0.55009620	7.80968700
-15.62113832	0.55284280	7.81579000
-15.61980432	0.55574210	7.82342000
-15.61847032	0.55787840	7.82952400
-15.61713632	0.56001470	7.83715300
-15.61580232	0.56215100	7.84478300
-15.61446832	0.56428720	7.85088600
-15.61313432	0.56642350	7.85851600
-15.61180032	0.56932280	7.86462000
-15.61046632	0.57283240	7.87225000
-15.60913232	0.57573170	7.87987900
-15.60779832	0.57710500	7.88598300
-15.60646432	0.57847830	7.89361200
-15.60513032	0.58000430	7.89971600
-15.60379632	0.58137760	7.90734600
-15.60246232	0.58351390	7.91497500
-15.60112832	0.58641310	7.92108000
-15.59979432	0.58915980	7.92870900
-15.59846032	0.59205910	7.93481300
-15.59712632	0.59419540	7.94244200
-15.59579232	0.59480580	7.95007200
-15.59445832	0.59694210	7.95617500
-15.59312432	0.59984130	7.95617500
-15.59179032	0.60335090	7.96380500
-15.59045632	0.60701320	7.97143500
-15.58912232	0.61052280	7.97753800
-15.58778832	0.61265910	7.97753800
-15.58645432	0.61479540	7.98516800
-15.58512032	0.61616870	7.99127100
-15.58378632	0.61769460	7.99127100
-15.58245232	0.61983090	7.99890100
-15.58111832	0.62257760	7.99890100
-15.57978432	0.62608720	8.00653100
-15.57845032	0.62822350	8.00653100
-15.57711632	0.63035980	8.00653100
-15.57578232	0.63188580	8.01263400
-15.57444832	0.63325910	8.02026500
-15.57311432	0.63615830	8.02636800
-15.57178032	0.63890500	8.03399800
-15.57044632	0.64180430	8.03399800
-15.56911232	0.64531390	8.04162800
-15.56777832	0.64745010	8.04162800
-15.56644432	0.64897610	8.04162800
-15.56511032	0.65034940	8.04773100
-15.56377632	0.65248570	8.04773100
-15.56244232	0.65462200	8.05536100
-15.56110832	0.65736870	8.05536100
-15.55977432	0.66103090	8.06146400
-15.55844032	0.66454050	8.06909400
-15.55710632	0.66667680	8.06909400
-15.55577232	0.66805020	8.07672400
-15.55443832	0.66957610	8.07672400
-15.55310432	0.67232280	8.07672400
-15.55177032	0.67598500	8.07672400
-15.55043632	0.67873170	8.08282800
-15.54910232	0.68163090	8.08282800
-15.54776832	0.68437760	8.09045700
-15.54643432	0.68651380	8.09045700
-15.54510032	0.68803980	8.09808600
-15.54376632	0.69017610	8.09808600
-15.54243232	0.69231240	8.09808600
-15.54109832	0.69582200	8.09808600
-15.53976432	0.69933160	8.09808600
-15.53843032	0.70223090	8.09808600
-15.53709632	0.70436720	8.09808600
-15.53576232	0.70650350	8.09808600
-15.53442832	0.70863980	8.09808600
-15.53309432	0.71138640	8.09808600
-15.53176032	0.71428570	8.09808600
-15.53042632	0.71718500	8.09808600
-15.52909232	0.71993170	8.09808600
-15.52775832	0.72283090	8.09808600
-15.52642432	0.72420420	8.09808600
-15.52509032	0.72557750	8.09808600
-15.52375632	0.72710350	8.09808600
-15.52242232	0.72985020	8.09808600
-15.52108832	0.73351240	8.09808600
-15.51975432	0.73702200	8.09808600
-15.51842032	0.73992130	8.09808600
-15.51708632	0.74266790	8.09808600
-15.51575232	0.74480420	8.09808600
-15.51441832	0.74694050	8.09808600
-15.51308432	0.74983980	8.09808600
-15.51175032	0.75411240	8.09808600
-15.51041632	0.75838490	8.09808600
-15.50908232	0.76113160	8.09808600
-15.50774832	0.76326790	8.09808600
-15.50641432	0.76479390	8.09808600
-15.50508032	0.76693020	8.09808600
-15.50374632	0.76906650	8.09808600
-15.50241232	0.77181310	8.10419000
-15.50107832	0.77532270	8.10419000
-15.49974432	0.77898500	8.10419000
-15.49841032	0.78249460	8.10419000
-15.49707632	0.78539380	8.10419000
-15.49574232	0.78753010	8.10419000
-15.49440832	0.79027680	8.10419000
-15.49307432	0.79393900	8.10419000
-15.49174032	0.79744860	8.10419000
-15.49040632	0.80095830	8.10419000
-15.48907232	0.80446790	8.10419000
-15.48773832	0.80736710	8.10419000
-15.48640432	0.81026640	8.10419000
-15.48507032	0.81240270	8.10419000
-15.48373632	0.81453900	8.10419000
-15.48240232	0.81728570	8.11181900
-15.48106832	0.82155830	8.11181900
-15.47973432	0.82522050	8.11181900
-15.47840032	0.82796720	8.11181900
-15.47706632	0.83086640	8.11181900
-15.47573232	0.83300270	8.11181900
-15.47439832	0.83513900	8.11792400
-15.47306432	0.83788570	8.11792400
-15.47173032	0.84154790	8.11792400
-15.47039632	0.84582050	8.11792400
-15.46906232	0.85009310	8.12555300
-15.46772832	0.85283980	8.12555300
-15.46639432	0.85497610	8.12555300
-15.46506032	0.85787530	8.12555300
-15.46372632	0.86077460	8.12555300
-15.46239232	0.86428420	8.13318300
-15.46105832	0.86779380	8.13318300
-15.45972432	0.87206640	8.13318300
-15.45839032	0.87557600	8.13318300
-15.45705632	0.87847530	8.13318300
-15.45572232	0.87984860	8.13928700
-15.45438832	0.88198490	8.14691600
-15.45305432	0.88564710	8.15302000
-15.45172032	0.88915680	8.16064900
-15.45038632	0.89266640	8.16064900
-15.44905232	0.89632860	8.16827900
-15.44771832	0.89907530	8.17438300
-15.44638432	0.90197460	8.18201300
-15.44505032	0.90411080	8.18811600
-15.44371632	0.90624710	8.19574500
-15.44238232	0.90899380	8.20337500
-15.44104832	0.91326640	8.20947800
-15.43971432	0.91753900	8.21710900
-15.43838032	0.92120120	8.22321200
-15.43704632	0.92394790	8.23084200
-15.43571232	0.92608420	8.23847200
-15.43437832	0.92822050	8.23847200
-15.43304432	0.93188270	8.23847200
-15.43171032	0.93539230	8.24457600
-15.43037632	0.93890200	8.24457600
-15.42904232	0.94317450	8.25220500
-15.42770832	0.94607380	8.25983400
-15.42637432	0.94744710	8.26593800
-15.42504032	0.94882050	8.27356800
-15.42370632	0.95171970	8.27967200
-15.42237232	0.95461900	8.27967200
-15.42103832	0.95812860	8.28730100
-15.41970432	0.96102790	8.29493100
-15.41837032	0.96377450	8.29493100
-15.41703632	0.96667380	8.29493100
-15.41570232	0.96881010	8.30103500
-15.41436832	0.97094640	8.30866400
-15.41303432	0.97369310	8.31476800
-15.41170032	0.97735520	8.32239700
-15.41036632	0.98162790	8.33002700
-15.40903232	0.98437450	8.33613100
-15.40769832	0.98727380	8.34376000
-15.40636432	0.99017300	8.34986500
-15.40503032	0.99291970	8.35749400
-15.40369632	0.99505600	8.36512400
-15.40236232	0.99795530	8.37122700
-15.40102832	1.00146500	8.37885700
-15.39969432	1.00573700	8.37885700
-15.39836032	1.00924700	8.38496000
-15.39702632	1.01214600	8.38496000
-15.39569232	1.01428300	8.39259100
-15.39435832	1.01641900	8.40022000
-15.39302432	1.01992900	8.40632300
-15.39169032	1.02343800	8.41395300
-15.39035632	1.02710000	8.42158200
-15.38902232	1.03061000	8.42158200
-15.38768832	1.03350900	8.42768600
-15.38635432	1.03564600	8.43531600
-15.38502032	1.03701900	8.44142000
-15.38368632	1.03915500	8.44142000
-15.38235232	1.04205500	8.44905000
-15.38101832	1.04617500	8.45667900
-15.37968432	1.04983700	8.46278300
-15.37835032	1.05258300	8.47041200
-15.37701632	1.05472000	8.47041200
-15.37568232	1.05685600	8.47651600
-15.37434832	1.05899200	8.48414500
-15.37301432	1.06112900	8.49177600
-15.37168032	1.06479100	8.49787900
-15.37034632	1.06891100	8.49787900
-15.36901232	1.07257300	8.49787900
-15.36767832	1.07532000	8.49787900
-15.36634432	1.07745600	8.49787900
-15.36501032	1.08035500	8.50550800
-15.36367632	1.08325400	8.50550800
-15.36234232	1.08600100	8.50550800
-15.36100832	1.08951100	8.50550800
-15.35967432	1.09317300	8.50550800
-15.35834032	1.09668300	8.50550800
-15.35700632	1.09958200	8.50550800
-15.35567232	1.10171800	8.50550800
-15.35433832	1.10385500	8.51161200
-15.35300432	1.10736400	8.51161200
-15.35167032	1.11087400	8.51161200
-15.35033632	1.11453600	8.51161200
-15.34900232	1.11804600	8.51924100
-15.34766832	1.12079200	8.52687200
-15.34633432	1.12292900	8.52687200
-15.34500032	1.12506500	8.53297500
-15.34366632	1.12659100	8.53297500
-15.34233232	1.12933700	8.53297500
-15.34099832	1.13300000	8.53297500
-15.33966432	1.13650900	8.53297500
-15.33833032	1.13940900	8.53297500
-15.33699632	1.14154500	8.54060500
-15.33566232	1.14429200	8.54823500
-15.33432832	1.14719100	8.55433800
-15.33299432	1.14993700	8.56196800
-15.33166032	1.15360000	8.56196800
-15.33032632	1.15710900	8.56196800
-15.32899232	1.16061900	8.56196800
-15.32765832	1.16275500	8.56807100
-15.32632432	1.16489100	8.56807100
-15.32499032	1.16641700	8.57570100
-15.32365632	1.16855400	8.57570100
-15.32232232	1.17130000	8.57570100
-15.32098832	1.17420000	8.57570100
-15.31965432	1.17709900	8.57570100
-15.31832032	1.18060900	8.57570100
-15.31698632	1.18274500	8.57570100
-15.31565232	1.18411800	8.57570100
-15.31431832	1.18549100	8.58333000
-15.31298432	1.18762800	8.58943500
-15.31165032	1.19129000	8.58943500
-15.31031632	1.19480000	8.59706400
-15.30898232	1.19769900	8.59706400
-15.30764832	1.19983500	8.60316800
-15.30631432	1.20120900	8.60316800
-15.30498032	1.20334500	8.60316800
-15.30364632	1.20548100	8.61079800
-15.30231232	1.20761700	8.61842700
-15.30097832	1.21112700	8.62453100
-15.29964432	1.21478900	8.63216000
-15.29831032	1.21692600	8.63826400
-15.29697632	1.21829900	8.63826400
-15.29564232	1.21967200	8.63826400
-15.29430832	1.22180900	8.64589400
-15.29297432	1.22470800	8.64589400
-15.29164032	1.22745400	8.65352300
-15.29030632	1.23035400	8.65962700
-15.28897232	1.23325300	8.66725700
-15.28763831	1.23600000	8.67336100
-15.28630431	1.23752600	8.68099000
-15.28497031	1.23889900	8.68862000
-15.28363631	1.24027200	8.69472300
-15.28230231	1.24240900	8.70235300
-15.28096831	1.24530800	8.70998300
-15.27963431	1.24744400	8.70998300
-15.27830031	1.24881700	8.71608600
-15.27696631	1.25034300	8.72371600
-15.27563231	1.25095400	8.72981900
-15.27429831	1.25248000	8.73744900
-15.27296431	1.25461600	8.74507900
-15.27163031	1.25675200	8.75118300
-15.27029631	1.25949900	8.75881200
-15.26896231	1.26163500	8.75881200
-15.26762831	1.26239800	8.76491600
-15.26629431	1.26316100	8.77254600
-15.26496031	1.26377200	8.78017500
-15.26362631	1.26453400	8.78627900
-15.26229231	1.26590800	8.78627900
-15.26095831	1.26804400	8.79390800
-15.25962431	1.27018000	8.80001300
-15.25829031	1.27231700	8.80764200
-15.25695631	1.27308000	8.81527100
-15.25562231	1.27369000	8.81527100
-15.25428831	1.27445300	8.82137500
-15.25295431	1.27582600	8.82900400
-15.25162031	1.27796300	8.83510800
-15.25028631	1.27948900	8.83510800
-15.24895231	1.28086200	8.83510800
-15.24761831	1.28162500	8.84273800
-15.24628431	1.28162500	8.85036800
-15.24495031	1.28086200	8.85647100
-15.24361631	1.28086200	8.86410100
-15.24228231	1.28162500	8.86410100
-15.24094831	1.28299800	8.87173100
-15.23961431	1.28437100	8.87173100
-15.23828031	1.28513400	8.87783400
-15.23694631	1.28513400	8.88546400
-15.23561231	1.28513400	8.89156700
-15.23427831	1.28513400	8.89919800
-15.23294431	1.28513400	8.90682700
-15.23161031	1.28589700	8.92056100
-15.23027631	1.28727100	8.92666400
-15.22894231	1.28803400	8.93429400
-15.22760831	1.28803400	8.93429400
-15.22627431	1.28650800	8.94192300
-15.22494031	1.28513400	8.94192300
-15.22360631	1.28437100	8.94802700
-15.22227231	1.28437100	8.94802700
-15.22093831	1.28513400	8.95565700
-15.21960431	1.28513400	8.96176100
-15.21827031	1.28513400	8.96176100
-15.21693631	1.28437100	8.96176100
-15.21560231	1.28223500	8.96176100
-15.21426831	1.28086200	8.96176100
-15.21293431	1.28086200	8.96176100
-15.21160031	1.28162500	8.96939000
-15.21026631	1.28162500	8.97702000
-15.20893231	1.28009900	8.97702000
-15.20759831	1.27872600	8.98312400
-15.20626431	1.27658900	8.98312400
-15.20493031	1.27445300	8.98312400
-15.20359631	1.27231700	8.98312400
-15.20226231	1.27094300	8.98312400
-15.20092831	1.27018000	8.98312400
-15.19959431	1.26941700	8.98312400
-15.19826031	1.26804400	8.98312400
-15.19692631	1.26514500	8.98312400
-15.19559231	1.26300800	8.98312400
-15.19425831	1.26102500	8.99075300
-15.19292431	1.25949900	8.99075300
-15.19159031	1.25888800	8.99075300
-15.19025631	1.25812600	8.99075300
-15.18892231	1.25675200	8.99075300
-15.18758831	1.25461600	8.99075300
-15.18625431	1.25171700	8.99075300
-15.18492031	1.24820700	8.99838300
-15.18358631	1.24530800	8.99838300
-15.18225231	1.24317100	9.00448600
-15.18091831	1.24179800	9.00448600
-15.17958431	1.23966200	9.00448600
-15.17825031	1.23752600	9.00448600
-15.17691631	1.23462600	9.01211500
-15.17558231	1.23111700	9.01211500
-15.17424831	1.22821700	9.01211500
-15.17291431	1.22531800	9.01211500
-15.17158031	1.22394500	9.01211500
-15.17024631	1.22180900	9.01822000
-15.16891231	1.21967200	9.01822000
-15.16757831	1.21616300	9.01822000
-15.16624431	1.21265300	9.01822000
-15.16491031	1.20899100	9.02584900
-15.16357631	1.20548100	9.02584900
-15.16224231	1.20258200	9.02584900
-15.16090831	1.19983500	9.03347900
-15.15957431	1.19769900	9.03347900
-15.15824031	1.19480000	9.03958200
-15.15690631	1.19129000	9.03958200
-15.15557231	1.18701700	9.03958200
-15.15423831	1.18274500	9.03958200
-15.15290431	1.17923500	9.03958200
-15.15157031	1.17633600	9.04721200
-15.15023631	1.17282600	9.05331600
-15.14890231	1.16916400	9.05331600
-15.14756831	1.16565400	9.06094600
-15.14623431	1.16138200	9.06094600
-15.14490031	1.15634600	9.06857500
-15.14356631	1.15222600	9.07467900
-15.14223231	1.14856400	9.08230900
-15.14089831	1.14581700	9.08841200
-15.13956431	1.14215500	9.09604200
-15.13823031	1.13864600	9.10367100
-15.13689631	1.13437300	9.10367100
-15.13556231	1.13010000	9.10977500
-15.13422831	1.12506500	9.11740500
-15.13289431	1.12094500	9.12350800
-15.13156031	1.11728300	9.12350800
-15.13022631	1.11453600	9.13113800
-15.12889231	1.11087400	9.13876700
-15.12755831	1.10599100	9.14487100
-15.12622431	1.10019200	9.14487100
-15.12489031	1.09454600	9.15250100
-15.12355631	1.09027400	9.15250100
-15.12222231	1.08600100	9.16013100
-15.12088831	1.08249200	9.16623400
-15.11955431	1.07898200	9.17386400
-15.11822031	1.07470900	9.17996800
-15.11688631	1.06891100	9.18759700
-15.11555231	1.06402800	9.19522700
-15.11421831	1.05838200	9.20133000
-15.11288431	1.05410900	9.20896000
-15.11155031	1.05044700	9.21506400
-15.11021631	1.04617500	9.22269300
-15.10888231	1.04205500	9.23032400
-15.10754831	1.03701900	9.23642700
-15.10621431	1.03137300	9.24405700
-15.10488031	1.02557500	9.25016000
-15.10354631	1.01992900	9.25779000
-15.10221231	1.01489300	9.25779000
-15.10087831	1.01077300	9.26541900
-15.09954431	1.00650000	9.26541900
-15.09821031	1.00146500	9.27152300
-15.09687631	0.99642930	9.27152300
-15.09554231	0.99078340	9.27915300
-15.09420831	0.98574790	9.28525600
-15.09287431	0.98086490	9.29288700
-15.09154031	0.97582940	9.30051600
-15.09020631	0.97155670	9.30662000
-15.08887231	0.96728410	9.31424900
-15.08753831	0.96240120	9.32187800
-15.08620431	0.95599230	9.32798300
-15.08487031	0.95034640	9.33561200
-15.08353631	0.94531080	9.34171600
-15.08220231	0.94027530	9.34934500
-15.08086831	0.93539230	9.35697500
-15.07953431	0.93035670	9.35697500
-15.07820031	0.92532120	9.36307800
-15.07686631	0.91967530	9.37070800
-15.07553231	0.91402940	9.37070800
-15.07419831	0.90899380	9.37681200
-15.07286431	0.90411080	9.37681200
-15.07153031	0.89983830	9.38444100
-15.07019631	0.89556570	9.39207200
-15.06886231	0.89129300	9.39817500
-15.06752831	0.88625750	9.40580500
-15.06619431	0.88061160	9.40580500
-15.06486031	0.87496570	9.40580500
-15.06352631	0.86993010	9.41953800
-15.06219231	0.86504720	9.41953800
-15.06085831	0.86077460	9.41953800
-15.05952431	0.85650200	9.41953800
-15.05819031	0.85146640	9.41953800
-15.05685631	0.84582050	9.41953800
-15.05552231	0.84002200	9.42716800
-15.05418831	0.83513900	9.42716800
-15.05285431	0.83010350	9.42716800
-15.05152031	0.82583090	9.44090100
-15.05018631	0.82155830	9.44090100
-15.04885231	0.81728570	9.44090100
-15.04751831	0.81240270	9.44090100
-15.04618431	0.80675680	9.44853000
-15.04485031	0.80095830	9.44853000
-15.04351631	0.79531230	9.45463400
