MesspunktMittel Messwerte
mgal
G0	1.4443
G1	1.3248
G2	1.2165
G3	1.1528
G4	1.07
G5	1.0103
G6	0.987
G7	0.9663
G8	0.9365
G9	0.8423
G10	0.77
G11	0.6413
G12	0.55
G13	0.4348
G14	0.3005
G15	0.0953
G16	0


