Messpunkt;Mittel Messwerte;mgal
G0	4413.3473
G2	4413.1195
G4	4412.973
G6	4412.89
G8	4412.8395
G10	4412.673
G12	4412.453
G14	4412.2035
G16	4411.903
G0	3987.073
G1	3986.9535
G3	3986.7815
G5	3986.639
G7	3986.595
G9	3986.471
G11	3986.27
G13	3986.0635
G15	3985.724

