#Einfluss der Hütte auf Basisstation
#Basisstation bei Position 30m
#Tisch mit Material bei Position 16.5m
#Hütte bei Position 11m
#Uhrzeit: 17 Uhr
#Messgerät: Protonenmagnetometer Nr 1
#Beobachter: Lea
30	48092
29	48095
28	48099
27	48098
26	48098
25	48088
24	48083
23	48083
22	48077
21	48072
20	48073
19	48068	
18	48059
17	48053
16	48042
15	48010
14	47961
13	47929
12	47910
11	47912
10	47905
9	47925
8	47951
7	48002
6	48030
5	48055
4	48064
3	48069
2	48077
1	48082
0	48087
