Beobachtungsfehler   0.005302982    mgal
%
 x/m      h/m      g/mgal
=========================
0.000	0	2.145
7.952	0.441	2.122
14.929	1.003	2.134
20.897	1.467	2.167
25.860	1.941	2.187
29.780	2.245	2.190
32.799	2.554	2.233
34.825	2.804	2.265
36.842	3.039	2.284
39.792	3.375	2.262
43.761	3.739	2.267
48.741	4.193	2.234
54.697	4.63	2.236
61.658	5.144	2.232
69.585	5.808	2.239
78.549	6.672	2.218
84.602	7.708	2.346
