-200,-5891
-199,-5876
-198,-5861
-197,-5845
-196,-5829
-195,-5813
-194,-5797
-193,-5780
-192,-5763
-191,-5747
-190,-5730
-189,-5713
-188,-5695
-187,-5678
-186,-5660
-185,-5642
-184,-5624
-183,-5606
-182,-5588
-181,-5569
-180,-5550
-179,-5531
-178,-5512
-177,-5493
-176,-5474
-175,-5454
-174,-5435
-173,-5415
-172,-5395
-171,-5374
-170,-5354
-169,-5333
-168,-5313
-167,-5292
-166,-5271
-165,-5250
-164,-5228
-163,-5207
-162,-5185
-161,-5163
-160,-5141
-159,-5119
-158,-5097
-157,-5074
-156,-5052
-155,-5029
-154,-5006
-153,-4983
-152,-4960
-151,-4936
-150,-4913
-149,-4889
-148,-4865
-147,-4841
-146,-4817
-145,-4793
-144,-4768
-143,-4744
-142,-4719
-141,-4694
-140,-4669
-139,-4644
-138,-4618
-137,-4593
-136,-4567
-135,-4542
-134,-4516
-133,-4490
-132,-4463
-131,-4437
-130,-4411
-129,-4384
-128,-4357
-127,-4330
-126,-4303
-125,-4276
-124,-4249
-123,-4221
-122,-4194
-121,-4166
-120,-4138
-119,-4110
-118,-4082
-117,-4054
-116,-4025
-115,-3997
-114,-3968
-113,-3939
-112,-3911
-111,-3882
-110,-3852
-109,-3823
-108,-3794
-107,-3764
-106,-3734
-105,-3705
-104,-3675
-103,-3645
-102,-3614
-101,-3584
-100,-3554
-99,-3523
-98,-3492
-97,-3462
-96,-3431
-95,-3400
-94,-3368
-93,-3337
-92,-3306
-91,-3274
-90,-3243
-89,-3211
-88,-3179
-87,-3147
-86,-3115
-85,-3083
-84,-3051
-83,-3018
-82,-2986
-81,-2953
-80,-2920
-79,-2887
-78,-2854
-77,-2821
-76,-2788
-75,-2755
-74,-2721
-73,-2688
-72,-2654
-71,-2620
-70,-2587
-69,-2553
-68,-2519
-67,-2485
-66,-2450
-65,-2416
-64,-2382
-63,-2347
-62,-2312
-61,-2278
-60,-2243
-59,-2208
-58,-2173
-57,-2138
-56,-2103
-55,-2067
-54,-2032
-53,-1996
-52,-1961
-51,-1925
-50,-1889
-49,-1854
-48,-1818
-47,-1782
-46,-1745
-45,-1709
-44,-1673
-43,-1637
-42,-1600
-41,-1564
-40,-1527
-39,-1490
-38,-1453
-37,-1417
-36,-1380
-35,-1343
-34,-1305
-33,-1268
-32,-1231
-31,-1194
-30,-1156
-29,-1119
-28,-1081
-27,-1043
-26,-1006
-25,-968
-24,-930
-23,-892
-22,-854
-21,-816
-20,-778
-19,-739
-18,-701
-17,-663
-16,-624
-15,-586
-14,-547
-13,-508
-12,-470
-11,-431
-10,-392
-9,-353
-8,-314
-7,-275
-6,-236
-5,-197
-4,-157
-3,-118
-2,-79
-1,-39
0,0
1,39
2,79
3119
4158
5198
6238
7277
8317
9357
10397
11437
12477
13517
14557
15597
16637
17677
18718
19758
20798
21838
22879
23919
24960
25,1000
26,1041
27,1081
28,1122
29,1163
30,1203
31,1244
32,1285
33,1326
34,1366
35,1407
36,1448
37,1489
38,1530
39,1571
40,1612
