  0.00000000 ,  48159.0000
  1.00000000  , 48165.5000
  2.00000000,48171.5000
  3.00000000  , 48176.0000
  4.00000000 ,  48179.0000
5.00000000 , 48187.0000
6.00000000  ,48200.5000
7.00000000,  48222.5000
7.50000000 , 48232.5000
8.00000000,48255.5000
8.50000000,48271.5000
9.00000000,48295.5000
9.50000000,48321.0000
10.0000000,48344.5000
10.5000000,48386.0000
11.0000000,48430.5000
11.5000000,48489.5000
  12.0000000,48540.0000
  12.5000000,48606.5000
  13.0000000,48697.0000
  13.5000000,48782.5000
  14.0000000,48882.5000
  14.5000000,48962.0000
  15.0000000,49073.0000
  15.5000000,49193.0000
  16.0000000,49259.0000
  16.5000000,49321.5000
  17.0000000,49370.0000
  17.5000000,49383.5000
  18.0000000,49360.0000
  18.5000000,49309.0000
  19.0000000,49228.0000
  19.5000000,49146.0000
  20.0000000,49052.0000
  20.5000000,48972.0000
  21.0000000,48886.0000
  21.5000000,48785.5000
  22.0000000,48691.0000
  22.5000000,48614.5000
  23.0000000,48568.5000
  23.5000000,48496.0000
24.0000000,48463.0000
25.0000000,48377.5000
26.000000, 48320.0000
27.0000000,48277.0000
28.0000000,48243.5000
29.0000000,48213.0000
30.0000000,48191.5000
30.3000000,48195.5000
