0, 569.1
1, 569.1
2, 569.1
3, 663.95
4, 569.1
5, 663.95
6, 663.95
7, 569.1
8, 711.375
9, 711.375
10, 758.8
11, 758.8
12, 901.075
13, 1185.625
14, 1565.025
15, 2228.975
16, 2667.6
17, 2667.6
18, 2808
19, 2948.4
20, 2948.4
21, 2667.6
22, 1965.6
23, 1404
24, 1138.2
25, 995.925
26, 901.075
27, 853.65
28, 806.225
29, 758.8
30, 758.8
31, 758.8
