Messpunkt;Mittel Messwerte;mgal
G0	4413.3473
G2	4413.148
G4	4412.973
G6	4412.89
G8	4412.8395
G10	4412.673
G12	4412.453
G14	4412.2035
G16	4411.903
G21	4413.091
